source_x,element,p,method,trace_error,volume_L2_error,gram_cond,rank,angle_error_deg,esprit_hankel_cond,nfev
0.25,4,9,ESPRIT+VP,0.0026233359687801465,0.0012471209062738212,4852453.307598031,7,0.002549603819352591,117.6584549917167,38
0.25,4,9,equispaced,0.5109204405825596,0.4123081908393524,2.105613834636554,9,,,0
0.25,4,11,ESPRIT+VP,0.0009893743505480963,0.0004740976408452302,252744017.86878034,9,0.011541701039528725,6898.963401194852,31
0.25,4,11,equispaced,0.4113505083324043,0.25140853470158187,2.7329771677225048,11,,,0
0.25,5,1,ESPRIT+VP,0.6080495333614695,0.5112916929396282,1.0,1,2.493554870267397e-11,1.0,8
0.25,5,1,equispaced,0.6085891368867778,0.5125415986512558,1.0,1,,,0
0.25,5,3,ESPRIT+VP,0.5999799444526908,0.5293884518572325,1.0395259827824948,3,1.1917313462616724e-06,5.2512724959943995,17
0.25,5,3,equispaced,0.6076728129372434,0.5140221272001579,1.0108711119532554,3,,,0
0.25,5,5,ESPRIT+VP,0.24494626838638156,0.19730669418736535,7.203037867633417,5,1.2413553807671653,5.26572878686037,31
0.25,5,5,equispaced,0.6019373716888136,0.5312829097024523,1.286756001715094,5,,,0
0.25,5,7,ESPRIT+VP,0.07794984404332247,0.06882718506185213,355450826083.49396,7,19.076688515317965,7.737636558722659,500
0.25,5,7,equispaced,0.5635445013047244,0.5646274080215591,1.3617128043983207,7,,,0
0.25,5,9,ESPRIT+VP,0.005192822782598968,0.002410140397673895,977293.7432074533,7,0.0005474998067133706,110.42826063895608,38
0.25,5,9,equispaced,0.5562704411524801,0.46113067644617173,2.1056138346365527,9,,,0
0.25,5,11,ESPRIT+VP,0.0021232802609955415,0.0010079796831893452,145959775232.14975,9,0.009330319445850404,5439.41722013448,32
0.25,5,11,equispaced,0.44871368161540565,0.27835394349875797,2.7329771677225088,11,,,0
0.25,6,1,ESPRIT+VP,0.7296843257972349,0.6194281489602823,1.0,1,2.603128795709433e-08,1.0,8
0.25,6,1,equispaced,0.7345069635007315,0.6241066660463955,1.0,1,,,0
0.25,6,3,ESPRIT+VP,0.7166148964323087,0.6524432260276305,1.0214143783010434,3,5.35741225676686e-06,71.00231529134423,56
0.25,6,3,equispaced,0.7282383660793408,0.6223081870196491,1.0108711119532559,3,,,0
0.25,6,5,ESPRIT+VP,0.6596319766293888,0.6885100979080406,1.5242551457693454,5,4.873237079163042e-06,155.11969979372125,27
0.25,6,5,equispaced,0.7163159334966538,0.6517048447148319,1.286756001715095,5,,,0
0.25,6,7,ESPRIT+VP,0.32659054051973413,0.3158246463229921,7671769439.175315,6,0.002161110097898013,155.854142734546,83
0.25,6,7,equispaced,0.6646517385147949,0.680418895796887,1.3617128043983193,7,,,0
0.25,6,9,ESPRIT+VP,0.02012968429458021,0.008885786148054471,469774.3331779933,7,0.0006055338398446831,380.42902940857965,40
0.25,6,9,equispaced,0.6413699190903683,0.5610858687018635,2.1056138346365514,9,,,0
0.25,6,11,ESPRIT+VP,0.009941405244528903,0.00447217955293417,200758269162.8607,8,0.001330107181300481,11245.28643323492,31
0.25,6,11,equispaced,0.5221742195350707,0.33705164787970393,2.732977167722509,11,,,0
0.25,7,1,ESPRIT+VP,0.870620151888642,0.7290677571210569,1.0,1,1.4484455783327206e-05,1.0,5
0.25,7,1,equispaced,0.8716123146154902,0.7298276046751987,1.0,1,,,0
0.25,7,3,ESPRIT+VP,0.7710755510053557,0.7968351168946618,1.3455515640788218,3,7.316884873590534e-06,232.69750148536298,69
0.25,7,3,equispaced,0.8674701075289527,0.7339525373299403,1.0108711119532556,3,,,0
0.25,7,5,ESPRIT+VP,0.6690211651876055,0.6088242210875624,1.4932633409772018,5,0.2850620502192775,9304.082008953943,282
0.25,7,5,equispaced,0.8026494796924938,0.9558338866566836,1.2867560017150945,5,,,0
0.25,7,7,ESPRIT+VP,0.3632779792348134,0.21709510651267633,6.231444371679448,7,19.021727725737158,16602.444279896037,53
0.25,7,7,equispaced,0.7394103310483898,0.8141289541398715,1.3617128043983204,7,,,0
0.25,7,9,ESPRIT+VP,0.2564173769120304,0.23953254759039616,5750254772.837816,8,6.046393519215265,16873.776061744782,215
0.25,7,9,equispaced,0.6724598796163651,0.6746329142991083,2.105613834636551,9,,,0
0.25,7,11,ESPRIT+VP,0.07814673637666113,0.02552291463911218,5676702534.031594,9,0.015673998713776085,81619.36085788447,30
0.25,7,11,equispaced,0.6035931583101563,0.41403002164943986,2.7329771677225065,11,,,0
0.35,0,1,ESPRIT+VP,0.9529178757328706,0.7965813755123469,1.0,1,0.0001538300507864561,1.0,44
0.35,0,1,equispaced,0.9196813906759542,0.9409936936291745,1.0,1,,,0
0.35,0,3,ESPRIT+VP,0.8610855625605136,0.8605607705650072,1.4041906933243185,3,0.00029179454567428305,375.563661072708,90
0.35,0,3,equispaced,0.9084862888425906,0.9747702706071115,1.0108711119532556,3,,,0
0.35,0,5,ESPRIT+VP,0.786776336343615,0.6475561496026896,1.8091147324251435,5,17.82154520417197,36473.8399222791,120
0.35,0,5,equispaced,0.8480285036019622,0.9253521158803291,1.286756001715094,5,,,0
0.35,0,7,ESPRIT+VP,0.5960940077884918,0.28965893525803404,185476362083.2842,7,0.004758347845507168,329886.71673219925,266
0.35,0,7,equispaced,0.8094617702126179,0.8097793889934991,1.3617128043983215,7,,,0
0.35,0,9,ESPRIT+VP,0.5070673512290468,0.15210142844514288,5999153.557459749,8,0.500164482685069,339691.06064123043,45
0.35,0,9,equispaced,0.7777877432718289,0.6929080177016604,2.105613834636551,9,,,0
0.35,0,11,ESPRIT+VP,0.45647262324048393,0.08108026842148748,17786517549.446064,8,0.008444827621399942,570366.152511809,25
0.35,0,11,equispaced,0.745859150527173,0.47667043312228946,2.732977167722505,11,,,0
0.35,1,1,ESPRIT+VP,0.7282577460406962,0.6283574960153034,1.0,1,2.3186307238962667e-08,1.0,4
0.35,1,1,equispaced,0.7315389608982598,0.6231370686204636,1.0,1,,,0
0.35,1,3,ESPRIT+VP,0.7152713819994274,0.661244617063513,1.021189649208299,3,5.166235717695607e-06,69.56599239153151,55
0.35,1,3,equispaced,0.7268059471350695,0.6316779467023427,1.0108711119532559,3,,,0
0.35,1,5,ESPRIT+VP,0.6585335924044671,0.6965460671126025,1.5241282544727135,5,6.327062453783933e-06,148.57182067415778,27
0.35,1,5,equispaced,0.715262687788626,0.6604644359795155,1.2867560017150943,5,,,0
0.35,1,7,ESPRIT+VP,0.13782372944585225,0.09720077342047435,20269263242.798615,7,13.253792541968183,149.3146055800538,131
0.35,1,7,equispaced,0.663433163238537,0.6873861765434485,1.3617128043983193,7,,,0
0.35,1,9,ESPRIT+VP,0.0198161881026021,0.008852591246839974,3605564.8622633065,7,0.0048345335165394234,370.979349802287,38
0.35,1,9,equispaced,0.6404806251797284,0.5640331140106662,2.105613834636551,9,,,0
0.35,1,11,ESPRIT+VP,0.009762252885215572,0.004402230275210739,66882016955.47879,9,0.05612134975806845,11087.937857692961,30
0.35,1,11,equispaced,0.5213946866860395,0.33138288612042566,2.7329771677225043,11,,,0
0.35,2,1,ESPRIT+VP,0.5728933924602861,0.4859135202553099,1.0,1,2.6589437137035e-11,1.0,8
0.35,2,1,equispaced,0.5738865810064708,0.4879672965834401,1.0,1,,,0
0.35,2,3,ESPRIT+VP,0.5657722255230567,0.5028706227334863,1.0441437314173165,3,4.814773293452502e-07,2.4095890269651115,12
0.35,2,3,equispaced,0.573079826688341,0.4893061198981403,1.0108711119532552,3,,,0
0.35,2,5,ESPRIT+VP,0.210920559694806,0.18533138197551194,10.053559419725284,5,1.6175500882365591e-06,2.422101653419977,24
0.35,2,5,equispaced,0.5680254699413196,0.5010035313845913,1.2867560017150943,5,,,0
0.35,2,7,ESPRIT+VP,0.02796810581337177,0.018707540333370503,21679510969.654747,7,13.853332318940856,4.964431251752179,61
0.35,2,7,equispaced,0.5328101384631225,0.5353439626098868,1.361712804398322,7,,,0
0.35,2,9,ESPRIT+VP,0.003434240237152717,0.0016200181950189567,28618690.184167027,7,0.005874531714440028,105.02871438982763,37
0.35,2,9,equispaced,0.5287007002157712,0.4372268470824196,2.1056138346365514,9,,,0
0.35,2,11,ESPRIT+VP,0.0013358073691987985,0.0006362430585373849,8415574871.608607,9,0.009671764396748104,5772.508685856659,32
0.35,2,11,equispaced,0.42599790469643395,0.26056843576286265,2.7329771677225057,11,,,0
0.35,3,1,ESPRIT+VP,0.5077505814075548,0.42162995945080406,1.0,1,5.219163010094372e-10,1.0,6
0.35,3,1,equispaced,0.5220276379736185,0.42406507455844233,1.0,1,,,0
0.35,3,3,ESPRIT+VP,0.474172621738358,0.4618715990151855,1.3331586298080966,3,5.420275843712673e-08,1.0937947640224965,8
0.35,3,3,equispaced,0.5073310848076188,0.42220539038551413,1.010871111953256,3,,,0
0.35,3,5,ESPRIT+VP,0.05164858584512311,0.032798461896026254,7751924641.205352,4,0.009423541570203081,1.1624460022216423,126
0.35,3,5,equispaced,0.5040535896003137,0.4327850791745728,1.2867560017150945,5,,,0
0.35,3,7,ESPRIT+VP,0.009711809271334769,0.006070977825511305,317436595403.84393,6,6.968501082424456,6.933179398971305,42
0.35,3,7,equispaced,0.4750634524581016,0.46828361748439346,1.3617128043983198,7,,,0
0.35,3,9,ESPRIT+VP,0.0015178174295863442,0.0007264715308923661,110343144.13043246,7,0.0025144466418250636,206.99984789973996,42
0.35,3,9,equispaced,0.4752226900252371,0.3795888589414291,2.1056138346365527,9,,,0
0.35,3,11,ESPRIT+VP,0.0005384645353360796,0.00025925117333117293,1665743917.1480134,9,0.005679777257553849,13745.278600648706,29
0.35,3,11,equispaced,0.3822221455923388,0.23103002783661916,2.7329771677225057,11,,,0
0.35,4,1,ESPRIT+VP,0.5077505814075549,0.4216299594362107,1.0,1,9.920048273734902e-09,1.0,4
0.35,4,1,equispaced,0.5220276379736186,0.4240650745584393,1.0,1,,,0
0.35,4,3,ESPRIT+VP,0.47417262173835806,0.46187159867790145,1.333158632098024,3,7.841677922698262e-08,1.0937947640224976,8
0.35,4,3,equispaced,0.5073310848076188,0.42220539038551114,1.0108711119532559,3,,,0
0.35,4,5,ESPRIT+VP,0.051648585998005925,0.03279829533443408,520429681833.1357,5,0.009265238716449135,1.1624460022216445,135
0.35,4,5,equispaced,0.5040535896003139,0.4327850791745699,1.2867560017150939,5,,,0
0.35,4,7,ESPRIT+VP,0.00971183643147006,0.006081690770660341,381546538628.4968,6,6.980531690380066,6.933179398971311,43
0.35,4,7,equispaced,0.47506345245810166,0.46828361748439107,1.3617128043983215,7,,,0
0.35,4,9,ESPRIT+VP,0.001517828820460227,0.0007270373557078335,303599765298.48145,8,0.0013241273530924355,206.99984789974042,35
0.35,4,9,equispaced,0.4752226900252371,0.37958885894142635,2.1056138346365527,9,,,0
0.35,4,11,ESPRIT+VP,0.0005384211380705063,0.0002568510052787643,23510013580.819347,9,0.015348751435381993,13745.278600651818,27
0.35,4,11,equispaced,0.3822221455923389,0.23103002783661655,2.7329771677225088,11,,,0
0.35,5,1,ESPRIT+VP,0.5728933924602865,0.48591352025538415,1.0,1,3.714887867949387e-12,1.0,8
0.35,5,1,equispaced,0.573886581006471,0.4879672965834397,1.0,1,,,0
0.35,5,3,ESPRIT+VP,0.5657722255230562,0.5028706316979935,1.0441437308055441,3,3.4657265219804043e-07,2.409589026965121,12
0.35,5,3,equispaced,0.5730798266883416,0.48930611989814027,1.0108711119532565,3,,,0
0.35,5,5,ESPRIT+VP,0.21092055969480744,0.18533138459522927,10.053560004195711,5,2.582697446768898e-06,2.4221016534199817,24
0.35,5,5,equispaced,0.5680254699413196,0.5010035313845909,1.2867560017150945,5,,,0
0.35,5,7,ESPRIT+VP,0.027968106586571867,0.01881908603872361,181170016.48027653,6,13.852102972776384,4.964431251752186,62
0.35,5,7,equispaced,0.5328101384631228,0.5353439626098867,1.3617128043983204,7,,,0
0.35,5,9,ESPRIT+VP,0.00343423785876448,0.0016192034827449365,42328477.52653389,7,0.0066346996448291415,105.02871438982696,35
0.35,5,9,equispaced,0.5287007002157713,0.43722684708241927,2.1056138346365527,9,,,0
0.35,5,11,ESPRIT+VP,0.0013358328110537338,0.0006358746670798678,1993505904.2716355,9,0.008051655122157535,5772.508685857025,34
0.35,5,11,equispaced,0.42599790469643395,0.2605684357628632,2.7329771677225048,11,,,0
0.35,6,1,ESPRIT+VP,0.7282577460406962,0.6283574959289239,1.0,1,2.742706801794523e-09,1.0,8
0.35,6,1,equispaced,0.7315389608982598,0.6231370686204637,1.0,1,,,0
0.35,6,3,ESPRIT+VP,0.7152713819994025,0.6612447199243098,1.0211896452390308,3,4.087830041011568e-06,69.56599239153144,55
0.35,6,3,equispaced,0.7268059471350695,0.6316779467023429,1.0108711119532556,3,,,0
0.35,6,5,ESPRIT+VP,0.6585335924044476,0.6965460780363201,1.5241282498505697,5,5.504895340679447e-06,148.5718206741578,27
0.35,6,5,equispaced,0.715262687788626,0.6604644359795155,1.2867560017150947,5,,,0
0.35,6,7,ESPRIT+VP,0.32532712749407283,0.3127515843686256,464065724277.75616,7,0.0026571806513811425,149.3146055800538,79
0.35,6,7,equispaced,0.663433163238537,0.6873861765434486,1.3617128043983202,7,,,0
0.35,6,9,ESPRIT+VP,0.01981681507495223,0.008861595024208134,1099163706.099342,8,0.012307110525635892,370.9793498022883,32
0.35,6,9,equispaced,0.6404806251797284,0.5640331140106661,2.1056138346365527,9,,,0
0.35,6,11,ESPRIT+VP,0.009761026588965447,0.004402231983119404,1425610194.4788494,9,0.005728056893561569,11087.937857692485,33
0.35,6,11,equispaced,0.5213946866860394,0.3313828861204258,2.7329771677225088,11,,,0
0.35,7,1,ESPRIT+VP,0.9529178757330046,0.7965809425134911,1.0,1,0.0001633721572205584,1.0,39
0.35,7,1,equispaced,0.9196813906759543,0.9409936936291752,1.0,1,,,0
0.35,7,3,ESPRIT+VP,0.8610855625605305,0.8605612491678355,1.4041907262603481,3,0.0002798977831685462,375.5636610727086,90
0.35,7,3,equispaced,0.9084862888425908,0.9747702706071121,1.0108711119532554,3,,,0
0.35,7,5,ESPRIT+VP,0.7811755609509784,0.8112241746752786,7409857091.727685,5,35.81771375331504,36473.839922271625,136
0.35,7,5,equispaced,0.8480285036019624,0.9253521158803293,1.2867560017150945,5,,,0
0.35,7,7,ESPRIT+VP,0.5928754527976768,0.31625638610437207,19463702151.03965,6,0.004556209343142023,329886.71673204505,77
0.35,7,7,equispaced,0.809461770212618,0.8097793889934995,1.3617128043983213,7,,,0
0.35,7,9,ESPRIT+VP,0.527027691733077,0.14326221266202382,278600973205.4008,9,0.07428026283134277,339691.0606412292,106
0.35,7,9,equispaced,0.7777877432718289,0.6929080177016609,2.1056138346365523,9,,,0
0.35,7,11,ESPRIT+VP,0.45647970270969773,0.08117294527854503,13699483350.774916,9,0.007061794946775089,570366.1525129873,34
0.35,7,11,equispaced,0.7458591505271731,0.4766704331222896,2.732977167722504,11,,,0
