source_x,element,p,method,trace_error,volume_L2_error,gram_cond,rank,principal_angle_error_deg,half_aperture_deg
0.15,7,17,equispaced,0.15348193882276365,0.008495326715751173,4.035797584445697,17,,
0.15,7,21,ESPRIT-centered fan,0.004999951889195579,0.0016875365393283828,380303597077.78973,18,1.8336228516324047e-08,59.45783146260313
0.15,7,21,equispaced,0.04304544482594444,0.001233645873810178,86.27377086437903,21,,
0.25,0,1,ESPRIT-centered fan,0.8706203589812974,0.7290677733846245,1.0,1,3.2418248868472297e-08,0.0
0.25,0,1,equispaced,0.8706203589814548,0.7290677954955014,1.0,1,,
0.25,0,3,ESPRIT-centered fan,0.5693217956264803,0.34252014757296717,1.1799959530242208,3,3.2418248868472297e-08,23.800594446354754
0.25,0,3,equispaced,0.8674685838706097,0.7340302089593411,1.0108711119532559,3,,
0.25,0,5,ESPRIT-centered fan,0.37501718000028195,0.21756752390188946,5.293788906432239,5,3.2418248868472297e-08,36.4399165393934
0.25,0,5,equispaced,0.8373502463388218,0.7984419017496166,1.2867560017150943,5,,
0.25,0,7,ESPRIT-centered fan,0.2516725906314779,0.12846026947128403,42.60209526734747,7,3.2418248868472297e-08,46.97773888665579
0.25,0,7,equispaced,0.7674075974931072,0.8017160604168082,1.3617128043983198,7,,
0.25,0,9,ESPRIT-centered fan,0.17400707189483625,0.07600805960612558,527.9344093571844,9,3.2418248868472297e-08,55.25880767719418
0.25,0,9,equispaced,0.672449698886102,0.6750341474646954,2.105613834636552,9,,
0.25,0,13,ESPRIT-centered fan,0.09216412904581767,0.032056396217275726,476532.51023040654,13,3.2418248868472297e-08,64.3774178254807
0.25,0,13,equispaced,0.4833563951890402,0.11146839559345548,2.277983180040366,13,,
0.25,0,17,ESPRIT-centered fan,0.05423713637531636,0.016344227235957062,7915244260.948883,17,3.2418248868472297e-08,66.18847616853536
0.25,0,17,equispaced,0.21373236076664687,0.009708285622641,4.035797584445691,17,,
0.25,0,21,ESPRIT-centered fan,0.0339912307463106,0.00918513963712422,959840759419.0825,19,3.2418248868472297e-08,63.94470022588928
0.25,0,21,equispaced,0.0957327309517178,0.0022816103087805665,86.27377086437998,21,,
0.25,1,1,ESPRIT-centered fan,0.7296843257972795,0.6194281491124024,1.0,1,3.162765203019155e-08,0.0
0.25,1,1,equispaced,0.7296843257980231,0.6194280896263699,1.0,1,,
0.25,1,3,ESPRIT-centered fan,0.3778453287988339,0.23067249564500458,2.3360656397104695,3,3.162765203019155e-08,18.105387397341488
0.25,1,3,equispaced,0.7281907640377715,0.6218465343584219,1.0108711119532556,3,,
0.25,1,5,ESPRIT-centered fan,0.18618389193153817,0.11477981922415861,38.28143337615273,5,3.162765203019155e-08,28.280350083596577
0.25,1,5,equispaced,0.7162887199195591,0.6520232027706072,1.2867560017150945,5,,
0.25,1,7,ESPRIT-centered fan,0.09210895995829538,0.05419110141799142,975.0637227083045,7,3.162765203019155e-08,36.06639601744281
0.25,1,7,equispaced,0.6645555499754631,0.6808513165501415,1.3617128043983204,7,,
0.25,1,9,ESPRIT-centered fan,0.046121442784648956,0.024691589668191776,32054.71420898069,9,3.162765203019155e-08,42.50233145937664
0.25,1,9,equispaced,0.6413551819178592,0.5604286352757184,2.1056138346365514,9,,
0.25,1,13,ESPRIT-centered fan,0.012312731007476253,0.00550568527131957,98480103.86624454,13,3.162765203019155e-08,51.24374869798761
0.25,1,13,equispaced,0.3888863210797219,0.09245724854673425,2.2779831800403683,13,,
0.25,1,17,ESPRIT-centered fan,0.0036369943298014597,0.0014686635277701336,39737158129.32076,16,3.162765203019155e-08,55.02813354935542
0.25,1,17,equispaced,0.12980622823256963,0.00789601581415213,4.035797584445708,17,,
0.25,1,21,ESPRIT-centered fan,0.0011747981828899936,0.0004402817480666833,153145542979.14648,17,3.162765203019155e-08,55.152380414167574
0.25,1,21,equispaced,0.029707386642147077,0.001078417476961842,86.2737708643771,21,,
0.25,2,1,ESPRIT-centered fan,0.6080495333614694,0.5112916929282942,1.0,1,4.426238005786792e-09,0.0
0.25,2,1,equispaced,0.608049533361572,0.5112916773967422,1.0,1,,
0.25,2,3,ESPRIT-centered fan,0.2564705266185551,0.15877681548953396,6.481824225888443,3,4.426238005786792e-09,14.3752832211789
0.25,2,3,equispaced,0.607135067396001,0.5127868327613953,1.0108711119532563,3,,
0.25,2,5,ESPRIT-centered fan,0.10053682920365911,0.062186752419969536,251.24334867223538,5,4.426238005786792e-09,22.70229865899744
0.25,2,5,equispaced,0.6014479969532611,0.5299725716983384,1.2867560017150947,5,,
0.25,2,7,ESPRIT-centered fan,0.03926646102742083,0.023874991206304645,17193.93134076395,7,4.426238005786792e-09,28.800357068691312
0.25,2,7,equispaced,0.5633796585314783,0.5649449885473579,1.3617128043983207,7,,
0.25,2,9,ESPRIT-centered fan,0.015427497433684635,0.008815520655133002,1373789.024223754,9,4.426238005786792e-09,33.84707364637878
0.25,2,9,equispaced,0.5562528224559697,0.46143321709697555,2.105613834636551,9,,
0.25,2,13,ESPRIT-centered fan,0.002479786046565602,0.0012063135845441963,19736937026.20966,13,4.426238005786792e-09,41.202885339224494
0.25,2,13,equispaced,0.3255700909273502,0.07876903173575923,2.2779831800403714,13,,
0.25,2,17,ESPRIT-centered fan,0.0004319796906938152,0.00019092934635478524,255544255519.66632,15,4.426238005786792e-09,45.12512703356065
0.25,2,17,equispaced,0.10119611630538186,0.00567574223079844,4.035797584445693,17,,
0.25,2,21,ESPRIT-centered fan,8.19825345382147e-05,3.415879034455921e-05,992141143238.8911,16,4.426238005786792e-09,46.322286381287704
0.25,2,21,equispaced,0.019720114785202292,0.0007886123984006446,86.27377086437814,21,,
0.25,3,1,ESPRIT-centered fan,0.5507418585806524,0.45692784446099427,1.0,1,7.558310856129824e-08,0.0
0.25,3,1,equispaced,0.5507418585807698,0.45692785068033753,1.0,1,,
0.25,3,3,ESPRIT-centered fan,0.20884235463093892,0.129848173308842,11.148771103981481,3,7.558310856129824e-08,12.808175021103342
0.25,3,3,equispaced,0.5499992856227061,0.45782079439184137,1.0108711119532556,3,,
0.25,3,5,ESPRIT-centered fan,0.07306008169580674,0.044740499681236896,685.5348167209141,5,7.558310856129824e-08,20.301428408746204
0.25,3,5,equispaced,0.5459729580201245,0.47023470708414894,1.2867560017150945,5,,
0.25,3,7,ESPRIT-centered fan,0.02539040634144479,0.015591142216021307,72422.1910311239,7,7.558310856129824e-08,25.7148669319374
0.25,3,7,equispaced,0.513210877807157,0.5074192192917837,1.3617128043983204,7,,
0.25,3,9,ESPRIT-centered fan,0.008860220931857512,0.00516001358715479,9455637.429061769,9,7.558310856129824e-08,30.182445170516544
0.25,3,9,equispaced,0.5108108280068177,0.41187228585155833,2.105613834636552,9,,
0.25,3,13,ESPRIT-centered fan,0.0011157846579428058,0.0005589070809522459,313665895429.7105,13,7.558310856129824e-08,36.81899669583205
0.25,3,13,equispaced,0.296085473849619,0.07339876993065106,2.2779831800403714,13,,
0.25,3,17,ESPRIT-centered fan,0.00015102852106615674,6.874839504252499e-05,103721397904.8855,14,7.558310856129824e-08,40.56210778485859
0.25,3,17,equispaced,0.09031241164383093,0.005238247606422905,4.0357975844456915,17,,
0.25,3,21,ESPRIT-centered fan,2.218617025394888e-05,9.530158849507743e-06,525256779740.8155,15,7.558310856129824e-08,41.94247625492248
0.25,3,21,equispaced,0.016998269412644387,0.0005255828894088312,86.27377086437698,21,,
0.25,4,1,ESPRIT-centered fan,0.5507418585806522,0.45692784446104445,1.0,1,7.553631624082455e-08,0.0
0.25,4,1,equispaced,0.5507418585807698,0.45692785068033837,1.0,1,,
0.25,4,3,ESPRIT-centered fan,0.20884235463093892,0.12984817311716107,11.148769494080838,3,7.553631624082455e-08,12.808175412137354
0.25,4,3,equispaced,0.549999285622706,0.4578207943918421,1.0108711119532554,3,,
0.25,4,5,ESPRIT-centered fan,0.07306008169580626,0.04474049960211244,685.5353924145955,5,7.553631624082455e-08,20.301426513830368
0.25,4,5,equispaced,0.5459729580201245,0.47023470708414944,1.286756001715094,5,,
0.25,4,7,ESPRIT-centered fan,0.02539040634144517,0.015591142188301283,72422.08203251638,7,7.553631624082455e-08,25.714869900588564
0.25,4,7,equispaced,0.513210877807157,0.507419219291784,1.36171280439832,7,,
0.25,4,9,ESPRIT-centered fan,0.008860220931855697,0.005160013806927118,9455730.581095798,9,7.553631624082455e-08,30.182427454814825
0.25,4,9,equispaced,0.5108108280068175,0.41187228585155883,2.1056138346365523,9,,
0.25,4,13,ESPRIT-centered fan,0.0011157846579363132,0.0005589070408217647,313659366316.00073,13,7.553631624082455e-08,36.81902589802185
0.25,4,13,equispaced,0.2960854738496185,0.07339876993065138,2.2779831800403723,13,,
0.25,4,17,ESPRIT-centered fan,0.0001510285218225271,6.874838842562839e-05,103714076081.49588,14,7.553631624082455e-08,40.56220256749038
0.25,4,17,equispaced,0.09031241164383089,0.0052382476064225195,4.035797584445698,17,,
0.25,4,21,ESPRIT-centered fan,2.218627449773504e-05,9.5296780995569e-06,494765854087.4417,15,7.553631624082455e-08,42.036625020125264
0.25,4,21,equispaced,0.016998269412644384,0.0005255828894087027,86.2737708643782,21,,
0.25,5,1,ESPRIT-centered fan,0.6080495333614696,0.5112916929282945,1.0,1,4.4262634502242435e-09,0.0
0.25,5,1,equispaced,0.6080495333615721,0.5112916773967423,1.0,1,,
0.25,5,3,ESPRIT-centered fan,0.25647052661855513,0.15877681563894414,6.481824675054992,3,4.4262634502242435e-09,14.37528300705878
0.25,5,3,equispaced,0.6071350673960012,0.5127868327613927,1.0108711119532563,3,,
0.25,5,5,ESPRIT-centered fan,0.10053682920365892,0.062186752399292285,251.24338909155537,5,4.4262634502242435e-09,22.702298251013932
0.25,5,5,equispaced,0.6014479969532612,0.5299725716983386,1.2867560017150934,5,,
0.25,5,7,ESPRIT-centered fan,0.0392664610274206,0.02387499115593961,17193.91812624216,7,4.4262634502242435e-09,28.80035880455878
0.25,5,7,equispaced,0.5633796585314784,0.5649449885473582,1.3617128043983202,7,,
0.25,5,9,ESPRIT-centered fan,0.015427497433685355,0.008815520704877287,1373790.3153021175,9,4.4262634502242435e-09,33.847071760287406
0.25,5,9,equispaced,0.5562528224560538,0.46143321823288114,2.1056138346365523,9,,
0.25,5,13,ESPRIT-centered fan,0.002479786046569217,0.0012063135154913019,19736752453.996494,13,4.4262634502242435e-09,41.20290695211476
0.25,5,13,equispaced,0.32557009092735034,0.0787690317357595,2.277983180040367,13,,
0.25,5,17,ESPRIT-centered fan,0.00043197969041384033,0.00019092923689776944,255459079971.99872,15,4.4262634502242435e-09,45.125677691229896
0.25,5,17,equispaced,0.10119611630538183,0.005675742230800148,4.035797584445695,17,,
0.25,5,21,ESPRIT-centered fan,8.198248151246377e-05,3.4159694221424985e-05,38550134957.64069,15,4.4262634502242435e-09,46.27782361173528
0.25,5,21,equispaced,0.01972011478520397,0.0007886123972093961,86.27377086437801,21,,
0.25,6,1,ESPRIT-centered fan,0.7296843257972794,0.6194281491124023,1.0,1,3.1627639307972826e-08,0.0
0.25,6,1,equispaced,0.7296843257982165,0.6194280823433536,1.0,1,,
0.25,6,3,ESPRIT-centered fan,0.37784532879883403,0.23067249536780654,2.336065520440203,3,3.1627639307972826e-08,18.1053876670263
0.25,6,3,equispaced,0.7281907640377715,0.621846534358422,1.0108711119532554,3,,
0.25,6,5,ESPRIT-centered fan,0.18618389193153786,0.11477981924537237,38.28142836782546,5,3.1627639307972826e-08,28.280350519300974
0.25,6,5,equispaced,0.7162887199195591,0.6520232027706095,1.2867560017150939,5,,
0.25,6,7,ESPRIT-centered fan,0.09210895995829523,0.054191101331302165,975.0635438073239,7,3.1627639307972826e-08,36.06639656792156
0.25,6,7,equispaced,0.6645555499754631,0.6808513165502966,1.3617128043983193,7,,
0.25,6,9,ESPRIT-centered fan,0.04612144278464881,0.024691590233182795,32054.773539709346,9,3.1627639307972826e-08,42.502326612049714
0.25,6,9,equispaced,0.6413551819178593,0.5604286352756364,2.105613834636551,9,,
0.25,6,13,ESPRIT-centered fan,0.012312731007474558,0.005505685570446182,98480979.66612719,13,3.1627639307972826e-08,51.24372990640508
0.25,6,13,equispaced,0.3888863210797218,0.0924572485467331,2.27798318004037,13,,
0.25,6,17,ESPRIT-centered fan,0.0036369943297087414,0.0014686639170316317,39741216181.44598,16,3.1627639307972826e-08,55.02793100458898
0.25,6,17,equispaced,0.1298062282325693,0.007896015814150423,4.035797584445702,17,,
0.25,6,21,ESPRIT-centered fan,0.0011747981838756874,0.0004402846536594091,153560762851.3424,17,3.1627639307972826e-08,55.14736483676594
0.25,6,21,equispaced,0.029707386642147,0.0010784174769619217,86.2737708643792,21,,
0.25,7,1,ESPRIT-centered fan,0.8706203589812975,0.7290677733846245,1.0,1,3.2418299757347205e-08,0.0
0.25,7,1,equispaced,0.8706203589814551,0.7290677954955064,1.0,1,,
0.25,7,3,ESPRIT-centered fan,0.5693217956264804,0.34252014757296734,1.1799959530242232,3,3.2418299757347205e-08,23.800594446354793
0.25,7,3,equispaced,0.8674685838706098,0.734030208959366,1.0108711119532556,3,,
0.25,7,5,ESPRIT-centered fan,0.3750171800002818,0.21756752363655757,5.293788359966207,5,3.2418299757347205e-08,36.43991707755107
0.25,7,5,equispaced,0.8373502463388236,0.7984419018096051,1.286756001715095,5,,
0.25,7,7,ESPRIT-centered fan,0.25167259063147795,0.1284602694725057,42.60209528076962,7,3.2418299757347205e-08,46.977738885355464
0.25,7,7,equispaced,0.7674075974931075,0.8017160604167898,1.361712804398319,7,,
0.25,7,9,ESPRIT-centered fan,0.17400707189483627,0.07600806004319993,527.9345238945953,9,3.2418299757347205e-08,55.25880686317945
0.25,7,9,equispaced,0.6724496988861024,0.6750341474646964,2.105613834636552,9,,
0.25,7,13,ESPRIT-centered fan,0.09216412904581807,0.03205639631741872,476532.6656294719,13,3.2418299757347205e-08,64.37741690992831
0.25,7,13,equispaced,0.4833563951890402,0.1114683955934482,2.277983180040372,13,,
0.25,7,17,ESPRIT-centered fan,0.05423713637523386,0.016344229889626864,7915475733.196164,17,3.2418299757347205e-08,66.18841276520584
0.25,7,17,equispaced,0.2137323607666468,0.009708285622641144,4.035797584445692,17,,
0.25,7,21,ESPRIT-centered fan,0.033991230734265715,0.009185042633704009,957799285694.9194,19,3.2418299757347205e-08,63.948740212622084
0.25,7,21,equispaced,0.09573273095171794,0.002281610308780163,86.27377086438005,21,,
0.35,0,1,ESPRIT-centered fan,0.9219967453170573,0.8995545233182953,1.0,1,29.65932001394455,0.0
0.35,0,1,equispaced,0.9219967453171477,0.8995543615268671,1.0,1,,
0.35,0,3,ESPRIT-centered fan,0.8380559322199493,0.5919892580653398,1.4899930975289502,3,29.65932001394455,26.0801712274039
0.35,0,3,equispaced,0.9111766147921964,0.9451363250563828,1.0108711119532554,3,,
0.35,0,5,ESPRIT-centered fan,0.7379571582685324,0.3904475365014391,1.307095427529536,5,29.65932001394455,47.052227881560555
0.35,0,5,equispaced,0.8526751872452973,0.9253085057118836,1.2867560017150945,5,,
0.35,0,7,ESPRIT-centered fan,0.6587893609893621,0.2646292301636247,2.6352126330770935,7,29.65932001394455,63.47249324207472
0.35,0,7,equispaced,0.8154286518604651,0.8090696248359226,1.3617128043983202,7,,
0.35,0,9,ESPRIT-centered fan,0.6026254200674991,0.196196502122523,8.44169879413099,9,29.65932001394455,76.06311838517998
0.35,0,9,equispaced,0.7848957124920234,0.6926719967432805,2.1056138346365496,9,,
0.35,0,13,ESPRIT-centered fan,0.5280977921474298,0.1249684837566703,696.9775546723107,13,29.65932001394455,88.02499251022634
0.35,0,13,equispaced,0.6957887098554428,0.1299760687671022,2.277983180040372,13,,
0.35,0,17,ESPRIT-centered fan,0.4723627550225697,0.08916069560001601,1993948.5646231498,17,29.65932001394455,87.54911063527246
0.35,0,17,equispaced,0.5573262374193038,0.019201976607399727,4.0357975844457075,17,,
0.35,0,21,ESPRIT-centered fan,0.43841042468415425,0.06310968419341202,3898611450.8010135,21,29.65932001394455,91.0720030836917
0.35,0,21,equispaced,0.4897836699430973,0.0074213113761920505,86.27377086438126,21,,
0.35,1,1,ESPRIT-centered fan,0.7282577460407346,0.6283574959243649,1.0,1,4.111324925665726e-09,0.0
0.35,1,1,equispaced,0.7282577460413154,0.6283575619443226,1.0,1,,
0.35,1,3,ESPRIT-centered fan,0.3762392663863666,0.2307726690934119,2.3574904641992824,3,4.111324925665726e-09,18.057224057433807
0.35,1,3,equispaced,0.7267736283498939,0.6311942650844053,1.0108711119532559,3,,
0.35,1,5,ESPRIT-centered fan,0.18489822996705363,0.11477593188787268,39.10397829424017,5,4.111324925665726e-09,28.209649057170953
0.35,1,5,equispaced,0.7149766421960277,0.6590378394767549,1.2867560017150952,5,,
0.35,1,7,ESPRIT-centered fan,0.09121960045351427,0.054405439165650965,1005.85252595832,7,4.111324925665726e-09,35.97326775394718
0.35,1,7,equispaced,0.6634244467643331,0.6876081230648581,1.3617128043983202,7,,
0.35,1,9,ESPRIT-centered fan,0.045545038424387556,0.024601829961722114,33442.67001743992,9,4.111324925665726e-09,42.39146585027818
0.35,1,9,equispaced,0.6404704709053377,0.5633600767585141,2.105613834636552,9,,
0.35,1,13,ESPRIT-centered fan,0.012085047106220438,0.005444252309191771,104460697.64140515,13,4.111324925665726e-09,51.1191586344178
0.35,1,13,equispaced,0.388118648907672,0.09157731432638304,2.277983180040369,13,,
0.35,1,17,ESPRIT-centered fan,0.003547200530920098,0.0014402592392398017,42250642638.48581,16,4.111324925665726e-09,54.911107583607105
0.35,1,17,equispaced,0.12938719152398995,0.007864012964304022,4.035797584445693,17,,
0.35,1,21,ESPRIT-centered fan,0.0011385948358749118,0.0004279182817664547,161922051035.2248,17,4.111324925665726e-09,55.04875062201659
0.35,1,21,equispaced,0.02951807884060756,0.000978197972885757,86.27377086438217,21,,
0.35,2,1,ESPRIT-centered fan,0.5728933924602863,0.48591352005186655,1.0,1,6.246477083319599e-08,0.0
0.35,2,1,equispaced,0.5728933924602874,0.4859135183160261,1.0,1,,
0.35,2,3,ESPRIT-centered fan,0.22659052785244813,0.14116540261790883,8.997674161678164,3,6.246477083319599e-08,13.40317297226697
0.35,2,3,equispaced,0.5720894218457536,0.48730260407722026,1.0108711119532559,3,,
0.35,2,5,ESPRIT-centered fan,0.08289848430168549,0.05164728442008544,461.134115108017,5,6.246477083319599e-08,21.216560491108996
0.35,2,5,equispaced,0.5674863655182776,0.5020877111751972,1.2867560017150956,5,,
0.35,2,7,ESPRIT-centered fan,0.030161675311146965,0.01853555328425493,41151.51481237027,7,6.246477083319599e-08,26.88859999846568
0.35,2,7,equispaced,0.5327483986811178,0.5356284388865079,1.3617128043983195,7,,
0.35,2,9,ESPRIT-centered fan,0.011026381009982112,0.006384044822186434,4429925.865591409,9,6.246477083319599e-08,31.57518749968945
0.35,2,9,equispaced,0.5287005178284241,0.4371897623164937,2.1056138346365536,9,,
0.35,2,13,ESPRIT-centered fan,0.0015276991070027309,0.0007564184273356375,104191727114.68074,13,6.246477083319599e-08,38.491277196507994
0.35,2,13,equispaced,0.30749858614432507,0.07295809301478949,2.277983180040369,13,,
0.35,2,17,ESPRIT-centered fan,0.00022819542166792656,0.0001027913296113299,35771067179.43455,14,6.246477083319599e-08,42.314934702083924
0.35,2,17,equispaced,0.09441492777793581,0.005683646099097099,4.03579758444569,17,,
0.35,2,21,ESPRIT-centered fan,3.704979836620673e-05,1.5800685539752086e-05,187366579316.60553,15,6.246477083319599e-08,43.59870803934429
0.35,2,21,equispaced,0.017980706057894823,0.0006345925950951099,86.27377086438345,21,,
0.35,3,1,ESPRIT-centered fan,0.5077505814075548,0.4216299593340296,1.0,1,8.305122906443674e-08,0.0
0.35,3,1,equispaced,0.507750581407555,0.4216299598601879,1.0,1,,
0.35,3,3,ESPRIT-centered fan,0.1766834867207086,0.11032087363688585,17.210885842698076,3,8.305122906443674e-08,11.68625435521949
0.35,3,3,equispaced,0.5071125850734528,0.42245865748039496,1.0108711119532556,3,,
0.35,3,5,ESPRIT-centered fan,0.05646557979377128,0.034623477448974066,1532.411479528128,5,8.305122906443674e-08,18.56498088466675
0.35,3,5,equispaced,0.504015333586289,0.4326209476297718,1.2867560017150947,5,,
0.35,3,7,ESPRIT-centered fan,0.017891263857023536,0.011027311644518027,235240.36170357195,7,8.305122906443674e-08,23.494546840708416
0.35,3,7,equispaced,0.47484438475350493,0.46795904056901744,1.3617128043983213,7,,
0.35,3,9,ESPRIT-centered fan,0.005685913250235344,0.0033465557623244694,43398890.693554536,9,8.305122906443674e-08,27.552379540833712
0.35,3,9,equispaced,0.4750678388234731,0.37977000329222627,2.105613834636552,9,,
0.35,3,13,ESPRIT-centered fan,0.0005914443261334335,0.00030085381668910617,24833005996.91656,12,8.305122906443674e-08,33.645466203240794
0.35,3,13,equispaced,0.2738377579708956,0.06769747557087909,2.277983180040371,13,,
0.35,3,17,ESPRIT-centered fan,6.5771539606054e-05,3.0386344895721717e-05,971985229008.5813,14,8.305122906443674e-08,37.194236595403
0.35,3,17,equispaced,0.08262408816845054,0.004713797696650553,4.035797584445695,17,,
0.35,3,21,ESPRIT-centered fan,7.914131154637885e-06,3.4610937286481597e-06,128855411893.26085,14,8.305122906443674e-08,38.88674667509628
0.35,3,21,equispaced,0.015267116862728906,0.0004374031747195941,86.27377086437667,21,,
0.35,4,1,ESPRIT-centered fan,0.5077505814075548,0.4216299593340264,1.0,1,8.305122906443674e-08,0.0
0.35,4,1,equispaced,0.5077505814075551,0.42162995986018487,1.0,1,,
0.35,4,3,ESPRIT-centered fan,0.17668348672070863,0.11032087377613299,17.2108882688065,3,8.305122906443674e-08,11.686254007449998
0.35,4,3,equispaced,0.5071125850734528,0.422458657480394,1.010871111953255,3,,
0.35,4,5,ESPRIT-centered fan,0.05646557979377108,0.03462347746606679,1532.4110393889857,5,8.305122906443674e-08,18.56498147776963
0.35,4,5,equispaced,0.504015333586289,0.4326209476297688,1.2867560017150947,5,,
0.35,4,7,ESPRIT-centered fan,0.017891263857023637,0.011027311698646505,235242.00143162452,7,8.305122906443674e-08,23.494534292008773
0.35,4,7,equispaced,0.47484438475350504,0.4679590405690134,1.3617128043983198,7,,
0.35,4,9,ESPRIT-centered fan,0.005685913250233377,0.0033465558444715875,43399209.245271035,9,8.305122906443674e-08,27.55236738803311
0.35,4,9,equispaced,0.47506783882347303,0.3797700032922292,2.105613834636552,9,,
0.35,4,13,ESPRIT-centered fan,0.0005914443261450553,0.000300853975798471,24836784575.15761,12,8.305122906443674e-08,33.645234213421126
0.35,4,13,equispaced,0.27383775797089527,0.06769747557087706,2.277983180040369,13,,
0.35,4,17,ESPRIT-centered fan,6.577153879735592e-05,3.0386378000343805e-05,972722366672.6965,14,8.305122906443674e-08,37.193195500591514
0.35,4,17,equispaced,0.08262408816845052,0.004713797696650271,4.035797584445699,17,,
0.35,4,21,ESPRIT-centered fan,7.914081426328983e-06,3.4619350456873505e-06,149729585791.76886,14,8.305122906443674e-08,38.656676121533906
0.35,4,21,equispaced,0.015267116862720745,0.0004374031742436266,86.27377086437751,21,,
0.35,5,1,ESPRIT-centered fan,0.5728933924602865,0.4859135200515659,1.0,1,6.255687969677116e-08,0.0
0.35,5,1,equispaced,0.5728933924602876,0.4859135183160295,1.0,1,,
0.35,5,3,ESPRIT-centered fan,0.2265905278524483,0.14116540274972195,8.997674797320572,3,6.255687969677116e-08,13.403172771224284
0.35,5,3,equispaced,0.5720894218457538,0.4873026040772205,1.0108711119532556,3,,
0.35,5,5,ESPRIT-centered fan,0.08289848430168557,0.05164728447574731,461.13383237317584,5,6.255687969677116e-08,21.21656193851033
0.35,5,5,equispaced,0.5674863655178957,0.5020877089056252,1.286756001715094,5,,
0.35,5,7,ESPRIT-centered fan,0.030161675311146507,0.018535553258879404,41151.4871848193,7,6.255687969677116e-08,26.888601425162694
0.35,5,7,equispaced,0.5327483986810678,0.5356284391426546,1.3617128043983195,7,,
0.35,5,9,ESPRIT-centered fan,0.01102638100998142,0.006384044804770166,4429923.466701653,9,6.255687969677116e-08,31.575188517687092
0.35,5,9,equispaced,0.5287005178284242,0.4371897623165087,2.1056138346365536,9,,
0.35,5,13,ESPRIT-centered fan,0.001527699106979346,0.0007564184522513651,104191488898.64633,13,6.255687969677116e-08,38.49126420936509
0.35,5,13,equispaced,0.3074985861443253,0.07295809301478905,2.277983180040368,13,,
0.35,5,17,ESPRIT-centered fan,0.00022819542211805348,0.000102791350500567,35775356418.38799,14,6.255687969677116e-08,42.31472687179712
0.35,5,17,equispaced,0.09441492777796837,0.005683646196618736,4.035797584445693,17,,
0.35,5,21,ESPRIT-centered fan,3.7049850435083334e-05,1.5800472767241894e-05,183813758540.58627,15,6.255687969677116e-08,43.63011483683279
0.35,5,21,equispaced,0.017980706057887506,0.0006345925908258376,86.27377086438031,21,,
0.35,6,1,ESPRIT-centered fan,0.7282577460407346,0.6283574959243649,1.0,1,4.111363092321904e-09,0.0
0.35,6,1,equispaced,0.7282577460413154,0.6283575619443219,1.0,1,,
0.35,6,3,ESPRIT-centered fan,0.3762392663863667,0.2307726683887468,2.357490224062446,3,4.111363092321904e-09,18.057224594140685
0.35,6,3,equispaced,0.7267736283498939,0.6311942650844063,1.0108711119532552,3,,
0.35,6,5,ESPRIT-centered fan,0.1848982299670535,0.11477593187155735,39.10398280829152,5,4.111363092321904e-09,28.209648673802388
0.35,6,5,equispaced,0.7149766421960277,0.6590378394767534,1.2867560017150945,5,,
0.35,6,7,ESPRIT-centered fan,0.09121960045351436,0.05440543952456839,1005.8533437693874,7,4.111363092321904e-09,35.97326532211618
0.35,6,7,equispaced,0.6634244467643332,0.6876081230648604,1.3617128043983202,7,,
0.35,6,9,ESPRIT-centered fan,0.045545038424387056,0.02460182991031465,33442.664379296235,9,4.111363092321904e-09,42.39146629065823
0.35,6,9,equispaced,0.6404704709053375,0.5633600767584944,2.1056138346365527,9,,
0.35,6,13,ESPRIT-centered fan,0.012085047106218449,0.005444251796386671,104459085.13339517,13,4.111363092321904e-09,51.119191170735455
0.35,6,13,equispaced,0.3881186489076716,0.09157731432638214,2.277983180040368,13,,
0.35,6,17,ESPRIT-centered fan,0.0035472005308678483,0.0014402594211125976,42252261307.062256,16,4.111363092321904e-09,54.911019090620606
0.35,6,17,equispaced,0.1293871915239898,0.007864012964305896,4.035797584445703,17,,
0.35,6,21,ESPRIT-centered fan,0.0011385948372717493,0.00042791917290278066,162053255763.1582,17,4.111363092321904e-09,55.047251762414824
0.35,6,21,equispaced,0.02951807884060749,0.0009781979728854737,86.27377086438032,21,,
0.35,7,1,ESPRIT-centered fan,0.9219967453170583,0.899554507554367,1.0,1,29.65931813818257,0.0
0.35,7,1,equispaced,0.9219967453171476,0.8995543615266243,1.0,1,,
0.35,7,3,ESPRIT-centered fan,0.8380559289525171,0.591989228428201,1.4899932510154188,3,29.65931813818257,26.08017239352166
0.35,7,3,equispaced,0.9111766147921964,0.9451363250564597,1.0108711119532552,3,,
0.35,7,5,ESPRIT-centered fan,0.7379571501646857,0.39044753775022856,1.307095492707292,5,29.65931813818257,47.052226698457275
0.35,7,5,equispaced,0.8526751872453052,0.9253085031390247,1.2867560017150939,5,,
0.35,7,7,ESPRIT-centered fan,0.6587893529909661,0.26462922072982836,2.6352128888107735,7,29.65931813818257,63.47249235513055
0.35,7,7,equispaced,0.8154286518604653,0.8090696248360538,1.3617128043983202,7,,
0.35,7,9,ESPRIT-centered fan,0.6026254137461945,0.19619649591244956,8.441701435008156,9,29.65931813818257,76.06311617428862
0.35,7,9,equispaced,0.7848957124920235,0.6926719967432721,2.105613834636551,9,,
0.35,7,13,ESPRIT-centered fan,0.5280977913981467,0.12496847840626195,696.9775622045867,13,29.65931813818257,88.02499245868636
